iter	MultiClass
447	0.06664896466
448	0.06649886763
449	0.06637785926
450	0.06605851381
451	0.06594320347
452	0.06574737211
453	0.06563661015
454	0.0653873765
455	0.06533873674
456	0.06525066273
457	0.0650261576
458	0.06481746338
459	0.06468000197
460	0.06458568225
461	0.06446294713
462	0.0642702663
463	0.06413334508
464	0.06398183768
465	0.06383722671
466	0.06360459982
467	0.06341692875
468	0.06322217543
469	0.06312103582
470	0.06288303461
471	0.06274324252
472	0.06250813004
473	0.06244002648
474	0.06230735909
475	0.06219337724
476	0.0620008125
477	0.06190364591
478	0.06178249975
479	0.06164933958
480	0.06152236233
481	0.0613266195
482	0.06117347359
483	0.06103918019
484	0.06088668688
485	0.0606853384
486	0.06058041221
487	0.06048687311
488	0.06025066269
489	0.05999039814
490	0.05988114914
491	0.05968960081
492	0.05954160225
493	0.05937012995
494	0.05919888204
495	0.05906806605
496	0.05895367397
497	0.05888414269
498	0.05875541153
499	0.05852545706
500	0.05846593268
501	0.05837633289
502	0.05823496618
503	0.0581409498
504	0.05801556205
505	0.05786769567
506	0.05771135892
507	0.05761029863
508	0.05753754442
509	0.05744456312
510	0.0573058635
511	0.0571950787
512	0.05698226555
513	0.05681988568
514	0.05673201229
515	0.05653108324
516	0.05633653372
517	0.05627989435
518	0.05612539807
519	0.05607870039
520	0.05590072152
521	0.05586147473
522	0.05554982234
523	0.05547978862
524	0.05538660631
525	0.05531355268
526	0.05514715754
527	0.05495601176
528	0.05481730181
529	0.05473318448
530	0.05459630982
531	0.0545029379
532	0.0544229673
533	0.05436417833
534	0.05416167944
535	0.05393231414
536	0.0538989434
537	0.05362080605
538	0.05355694426
539	0.0535127437
540	0.05337485378
541	0.05304691566
542	0.05290872321
543	0.05285224711
544	0.05275136067
545	0.05260129926
546	0.05253793448
547	0.05239081254
548	0.05231563416
549	0.05225557707
550	0.05221404078
551	0.05205511315
552	0.05187934958
553	0.05177996471
554	0.05171549016
555	0.05156473901
556	0.05145026698
557	0.05137725846
558	0.05116739523
559	0.05098093213
560	0.05088896249
561	0.05077693249
562	0.05071107114
563	0.05062919092
564	0.05057720541
565	0.0505048931
566	0.05038942875
567	0.0502994141
568	0.05016804256
569	0.05005742691
570	0.05000339592
571	0.04989088305
572	0.04974916191
573	0.04967348277
574	0.04951607533
575	0.04946504659
576	0.04944360746
577	0.04929639737
578	0.04915535797
579	0.0491057215
580	0.04897446659
581	0.04886495357
582	0.04871897024
583	0.04860307859
584	0.04848583188
585	0.04841141973
586	0.04824225112
587	0.04811090366
588	0.04801830242
589	0.04793443035
590	0.04774206095
591	0.047628462
592	0.04753934038
593	0.04749219776
594	0.04738163074
595	0.04719118117
596	0.04715544571
597	0.04708423754
598	0.04700950369
599	0.04686839052
600	0.04670895546
601	0.04657288067
602	0.0464988383
603	0.04646626176
604	0.04638751259
605	0.04630394128
606	0.04621731575
607	0.0461674146
608	0.04604227182
609	0.04593154657
610	0.04581780626
611	0.04570051404
612	0.04559684402
613	0.04551463687
614	0.04545011051
615	0.04538524985
616	0.04527356061
617	0.04522410988
618	0.04502882534
619	0.04490736346
620	0.04480667057
621	0.04472125945
622	0.04463203151
623	0.0445882541
624	0.04452884425
625	0.04440783975
626	0.04433363478
627	0.0442494608
628	0.04409450226
629	0.04402441487
630	0.04394752346
631	0.04387824317
632	0.04380927852
633	0.04364340586
634	0.04355568541
635	0.04346147986
636	0.0434224453
637	0.04328388581
638	0.04322769059
639	0.04316425437
640	0.04302926448
641	0.04295007464
642	0.04291694359
643	0.04288864781
644	0.04268880116
645	0.04262465544
646	0.04252451981
647	0.04241246907
648	0.04237293616
649	0.04231101838
650	0.04224446871
651	0.04218278198
652	0.04211131074
653	0.0420790662
654	0.04193070932
655	0.04189054395
656	0.04186777775
657	0.04182204174
658	0.04173833757
659	0.04167052237
660	0.04158563186
661	0.04152274906
662	0.04145341597
663	0.04140689426
664	0.0413351054
665	0.04126077009
666	0.04114727242
667	0.04104580385
668	0.04097897488
669	0.04089188315
670	0.04083114078
671	0.04076379687
672	0.04068602197
673	0.04062199211
674	0.04060659108
675	0.04054371633
676	0.04041235382
677	0.04036617863
678	0.0402973883
679	0.04025178267
680	0.04023788285
681	0.04016421502
682	0.04009434246
683	0.04006956099
684	0.04003023338
685	0.03993929795
686	0.03983535979
687	0.03974433249
688	0.03968564454
689	0.03965781046
690	0.03959628842
691	0.03955458224
692	0.0394996755
693	0.03940529138
694	0.03935918361
695	0.03930551934
696	0.03925966067
697	0.03921301421
698	0.03917002052
699	0.03912729538
700	0.03902519523
701	0.03894992967
702	0.03886531561
703	0.03880297676
704	0.03868077075
705	0.03862802591
706	0.03860988494
707	0.03854629058
708	0.03849909363
709	0.03840272935
710	0.03835275291
711	0.03831610552
712	0.03823547705
713	0.03813302688
714	0.03809128288
715	0.03805274358
716	0.03796168976
717	0.0378791604
718	0.03782217706
719	0.03779358741
720	0.03774687658
721	0.0376576298
722	0.03757513713
723	0.03754944943
724	0.03750259722
725	0.03744543494
726	0.03738598943
727	0.0373449935
728	0.03726489328
729	0.03716139339
730	0.03711044972
731	0.03707902912
732	0.0370555206
733	0.03697707033
734	0.03692147369
735	0.0368371018
736	0.0367756553
737	0.03671952508
738	0.03669584409
739	0.03665203198
740	0.03663689649
741	0.03658966102
742	0.03652782886
743	0.03647708325
744	0.03639429194
745	0.03637009749
746	0.03631520268
747	0.03627520388
748	0.03623965695
749	0.03622423985
750	0.03616432917
751	0.03608559572
752	0.03604018559
753	0.03597278018
754	0.03592507621
755	0.03585006182
756	0.03583344246
757	0.03577265576
758	0.03568538966
759	0.03565972965
760	0.0356244926
761	0.03554729394
762	0.03551196526
763	0.03549157604
764	0.03545531836
765	0.03534691555
766	0.03525706412
767	0.03520559817
768	0.03509897869
769	0.03504249857
770	0.03497391646
771	0.03492640255
772	0.03489403558
773	0.03484726149
774	0.03477875035
775	0.03469503596
776	0.03466403982
777	0.03464055304
778	0.03457833277
779	0.03446364116
780	0.03440156556
781	0.03434557778
782	0.03428042424
783	0.03419950369
784	0.03417791391
785	0.03410720153
786	0.03400884688
787	0.03399306223
788	0.03389979557
789	0.03386851002
790	0.03376512267
791	0.03371135733
792	0.03365359695
793	0.03362915555
794	0.03356130782
795	0.03350194398
796	0.03346836266
797	0.03338834904
798	0.03335908875
799	0.03331864685
800	0.03329587727
801	0.03325690838
802	0.03321477318
803	0.03316974355
804	0.03312171345
805	0.03304685648
806	0.03302234707
807	0.03299258652
808	0.03295782867
809	0.03292088616
810	0.03282883765
811	0.03279967728
812	0.03276300427
813	0.03270217629
814	0.0326349851
815	0.03260042409
816	0.03254885356
817	0.03252735269
818	0.03251117843
819	0.03241068065
820	0.03231081852
821	0.03224651803
822	0.03220386683
823	0.03215101673
824	0.03210076987
825	0.03206736164
826	0.03205059259
827	0.03201715077
828	0.03195353744
829	0.03189289881
830	0.03187235571
831	0.03182642361
832	0.03177747322
833	0.03171337244
834	0.03164093779
835	0.03160158774
836	0.03155758899
837	0.03150427219
838	0.03147842909
839	0.03141305711
840	0.03140034293
841	0.03137939799
842	0.03134882989
843	0.03129357696
844	0.03125429547
845	0.03121698183
846	0.03118706934
847	0.03113985804
848	0.03108803984
849	0.03102474925
850	0.03094662359
851	0.0309237919
852	0.03088476319
853	0.03081140103
854	0.03077039763
855	0.03072187024
856	0.0306773162
857	0.03058782889
858	0.03055642647
859	0.03047557681
860	0.03041210313
861	0.03035848628
862	0.0302961974
863	0.03023862575
864	0.03021080636
865	0.03017896606
866	0.03015267367
867	0.03010651618
868	0.03008551765
869	0.02999932942
870	0.0299528222
871	0.02986811482
872	0.02983340966
873	0.02973780241
874	0.02967547314
875	0.02962402237
876	0.02959313852
877	0.02955790856
878	0.02953625227
879	0.02951704932
880	0.02944462598
881	0.02942509666
882	0.02937424991
883	0.02928039489
884	0.02913899423
885	0.02910902234
886	0.0290700518
887	0.02901693955
888	0.02898680573
889	0.02897386656
890	0.02895655507
891	0.0289129014
892	0.02887403404
893	0.02882742491
894	0.02880641344
895	0.02878032425
896	0.02874335358
897	0.02869487535
898	0.02865315627
899	0.02861301348
900	0.02856724101
901	0.02852200333
902	0.02848785167
903	0.02846090903
904	0.02844794619
905	0.02839424604
906	0.02835914365
907	0.02830692515
908	0.02829639127
909	0.02827605724
910	0.0282567261
911	0.02818700719
912	0.02816065354
913	0.02810641114
914	0.02807136773
915	0.02804450389
916	0.02801623291
917	0.02796328124
918	0.02794347775
919	0.02787205122
920	0.0278405063
921	0.0277852302
922	0.02772989562
923	0.02768579055
924	0.02765148332
925	0.02761657589
926	0.02759629729
927	0.02756733969
928	0.02750303767
929	0.02748663033
930	0.02746219783
931	0.02743872469
932	0.02738645626
933	0.02734340633
934	0.02731986035
935	0.02727534016
936	0.02724050184
937	0.0272191253
938	0.02718581466
939	0.02717034736
940	0.02714622423
941	0.02708665808
942	0.02706471968
943	0.02702469003
944	0.02701540644
945	0.02694068679
946	0.02688419584
947	0.0268565502
948	0.02680369062
949	0.02676137467
950	0.02667876293
951	0.02663753007
952	0.0265675382
953	0.02653204075
954	0.02649804195
955	0.02646148475
956	0.026436391
957	0.02642261046
958	0.02634869813
959	0.02631698334
960	0.02628329059
961	0.02625488216
962	0.02619840362
963	0.02615824194
964	0.02611049355
965	0.02608757258
966	0.02604898469
967	0.0260323536
968	0.02598917816
969	0.02596032519
970	0.0259415111
971	0.02591845989
972	0.02589968429
973	0.02585941199
974	0.02582007332
975	0.02580716736
976	0.02576014642
977	0.02573618786
978	0.02571603277
979	0.02567666158
980	0.0256226314
981	0.02560427552
982	0.02556546028
983	0.02554405822
984	0.02551316509
985	0.02543295874
986	0.02540519989
987	0.02536855219
988	0.02533273166
989	0.02531066481
990	0.02526682193
991	0.02521639727
992	0.02517498564
993	0.02513395582
994	0.02509428861
995	0.02505909948
996	0.02503215873
997	0.0250073888
998	0.02498195334
999	0.02496284165
